"imdb_score","release_year","movie_title_length","aspect_ratio","colour_film","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","dummy_R","dummy_PG.13","dummy_Approved","dummy_TV.G","dummy_TV.14","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter"
6.8,2012,22,2.35,"Color",11,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3000000,96,175,1575,1,11110
6.5,2002,14,2.35,"Color",14,18,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12000000,94,3158,3928,1,3810
6.2,1970,30,2.35,"Color",18,21,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30000000,111,743,4911,0,5510
5.8,2014,14,1.85,"Color",15,12,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,45000000,91,137,10156,0,9327
5.7,1990,14,1.85,"Color",14,22,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,900000,109,226,7959,8,23175
6.4,2006,9,2.35,"Color",14,22,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50000000,89,534,6090,0,13334
6.1,1996,13,1.85,"Color",20,21,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13000000,72,56,4315,0,3746
7.7,2005,10,1.85,"Color",11,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,900000,91,24,7272,0,2590
6.3,2011,9,1.85,"Color",12,14,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3500000,96,2,13146,2,16498
7.1,2011,18,2.35,"Color",24,18,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11000000,125,448,16109,1,4096
5.9,2009,10,2.35,"Color",29,9,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7000000,97,1381,8880,0,20156
7.6,2000,14,1.85,"Color",29,24,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,15000000,109,353,6391,1,5702
7.7,1982,31,2.35,"Color",23,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4500000,104,296,9984,1,16425
7.4,1999,5,2.35,"Color",30,7,10,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2000000,118,568,4426,0,15644
4,2013,25,2.35,"Color",21,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11000000,116,525,4434,2,6150
6.7,2012,9,1.85,"Color",12,12,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,10000000,130,517,3271,8,7076
7.6,2003,9,1.85,"Color",13,18,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5000000,93,459,14149,0,10428
5.1,2011,24,2.35,"Color",58,23,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12000000,93,1571,2809,0,10194
6.8,1999,23,2.35,"Color",22,50,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,114,1303,3872,3,2705
6.6,1991,19,1.85,"Color",13,29,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,20000000,107,400,19333,1,3377
5.6,2000,19,2.35,"Color",23,29,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,48000000,113,382,3419,0,4915
5.7,2005,7,2.4,"Color",18,25,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30000000,132,142,9001,1,7217
4.4,2011,49,2.35,"Color",32,12,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,34000000,114,19,22304,1,4762
4.5,2004,38,2.35,"Color",45,25,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,53000000,118,449,4721,4,1763
3.9,1980,10,2.35,"Color",14,21,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2000000,108,8,46509,1,7944
6.7,2008,21,1.85,"Color",31,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,26000000,100,16,17001,4,9607
8,2000,8,2.35,"Color",5,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,89,97,5011,0,28838
6.9,1994,26,1.85,"Color",6,12,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,35000000,115,482,4058,3,259
6.2,2007,13,2.35,"Color",19,20,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37000000,188,1164,2152,1,16723
7.2,1995,9,1.85,"Color",21,29,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12000000,78,263,1561,1,19038
7.5,2011,27,2.35,"Color",14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,22000000,110,331,5067,0,2665
6.1,1998,8,2.35,"Color",22,29,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7000000,104,544,3011,0,704
6.7,2004,6,1.85,"Color",12,16,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7000000,112,2428,1818,0,15565
7.8,2008,31,2.35,"Color",18,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20000000,104,173,5241,0,4571
5.2,2011,9,1.33,"Color",30,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6500000,85,21,26533,6,1037
6.5,1986,16,2.35,"Color",16,18,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2000000,119,45,93892,2,65765
5.4,2012,8,2.35,"Color",16,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5000000,86,1043,8594,0,21070
8.2,1979,15,2.35,"Color",9,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8800000,93,388,2033,1,7745
7.8,1982,11,1.85,"Color",5,21,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14000000,86,413,9156,1,11614
5.4,1985,45,1.85,"Color",14,15,11,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15000000,183,850,1651,2,5940
6.2,2010,13,2.35,"Color",20,8,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16000000,129,201,6772,0,7361
7,1999,12,2.35,"Color",20,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2200000,87,53,4695,0,8987
6.2,2006,33,1.85,"Color",14,29,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35000000,123,153,14376,3,3235
6.1,2001,19,1.85,"Color",19,18,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,42000000,124,1754,2033,1,9914
5.8,2010,13,2.35,"Color",26,35,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1500000,80,10,56233,0,3026
7.9,2000,19,2.35,"Black and White",21,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13000000,112,209,6344,0,19136
7.6,2007,18,2.35,"Color",15,21,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20000000,107,2105,3697,1,10227
6.8,2002,4,1.85,"Color",18,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7000000,102,542,2500,2,35389
7.2,1999,26,1.85,"Color",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15000000,126,245,7398,1,4899
6.5,2002,24,1.85,"Color",25,10,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2000000,106,94,4709,0,6480
8,1974,18,1.85,"Black and White",6,13,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16000000,97,23,1166,6,4044
6.6,2011,8,2.35,"Color",21,12,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7000000,113,6,12766,2,19623
6.1,2007,40,1.85,"Color",44,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2800000,106,717,2619,0,2545
7.8,2014,8,2.35,"Black and White",22,24,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,35000000,137,2600,5063,0,269
5.6,2001,19,1.85,"Color",48,12,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,24000000,145,20,14336,1,13641
6,2015,7,2.35,"Color",15,17,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12000000,115,1913,5928,0,3700
7.2,1998,11,1.85,"Color",5,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,16000000,93,4,18275,0,62579
6.7,2006,13,1.85,"Color",13,17,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48000000,115,743,3242,0,4035
8.5,2003,11,1.85,"Black and White",19,14,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000000,134,79,15153,1,15094
7.3,1998,14,2.35,"Color",35,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9600000,144,64,19721,0,6442
6.7,2003,13,1.85,"Color",28,18,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,35000000,150,939,1233,0,7436
7.3,2009,18,2.35,"Color",13,23,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,140,165,6217,2,4124
7.7,2008,10,1.78,"Color",22,9,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,110,25,15371,0,29046
5.7,2014,14,2.35,"Color",27,40,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35000000,119,2634,1588,0,96735
6.4,2011,13,2.35,"Color",14,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2500000,101,168,16833,1,417942
7.2,1985,9,2.35,"Color",26,29,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,28000000,100,451,7242,2,9721
7.1,2013,11,1.85,"Color",20,24,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52000000,118,1050,2546,2,2597
5.5,1994,21,1.85,"Color",28,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,26000000,133,116,3090,4,16594
6.9,2003,16,2.35,"Color",31,30,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8000000,93,940,6911,2,5888
6.2,1982,15,1.85,"Color",24,25,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,55000000,104,51,8404,1,18078
5.5,2003,13,1.85,"Color",6,7,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,15000000,98,82,12422,1,9123
8,1993,12,2.35,"Color",35,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8000000,90,62,5935,0,3740
6.4,2005,21,1.85,"Color",19,21,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48000000,84,278,3792,7,2511
7.2,1981,20,2.35,"Color",13,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,13000000,121,1187,1263,3,777
7.3,1982,24,2.35,"Color",38,10,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14000000,106,44,8360,5,6383
6.9,2008,34,2.35,"Color",15,22,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6000000,106,1435,2491,1,9288
7.4,1996,5,1.85,"Color",28,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3500000,102,25,7449,0,12730
5.8,2011,5,2.35,"Color",9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8000000,92,3,30782,2,978
5,2004,8,1.85,"Color",31,21,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4500000,109,168,4508,0,45958
3.9,2001,14,1.85,"Color",29,20,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1700000,124,101,60781,0,98201
5.3,2005,12,1.85,"Color",6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35000000,80,374,6341,0,46183
4.3,1993,36,1.85,"Color",23,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,14000000,84,11,20931,4,14175
8,1988,8,1.85,"Color",5,14,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30000000,108,628,2561,0,6773
7.4,2015,14,2.35,"Color",21,35,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2500000,91,246,6107,0,1489
7.3,1973,7,1.85,"Color",13,14,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,133,1081,2408,3,6855
7.4,1994,18,2.35,"Color",38,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,17000000,129,125,5946,0,19586
7.8,2014,14,2.35,"Color",27,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2000000,89,128,15366,0,15870
6.9,2011,15,2.35,"Color",12,12,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,5000000,108,358,4120,2,170464
5.3,2016,10,2.35,"Color",14,25,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13500000,131,27,2780,2,19298
5,1996,6,1.85,"Color",12,24,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35000000,106,4404,2304,5,31107
7.2,2000,17,1.85,"Color",19,15,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11000000,106,38,5723,3,1131
7,2008,15,2.35,"Color",15,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12000000,108,34,25660,3,2077
5.4,2012,27,2.35,"Color",6,18,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15000000,124,81,3429,0,3935
5.6,2002,21,1.85,"Color",14,7,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20000000,119,89,15954,0,6292982
6.6,2005,11,2.35,"Color",12,28,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,107,1069,6623,3,3144
6.8,1989,11,1.85,"Color",28,18,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17000000,96,12,5686,0,4685
5.6,2005,26,1.85,"Color",20,16,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4000000,96,236,16657,0,23666
6.9,1992,13,2.35,"Color",15,18,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,19000000,113,89,9440,1,1303
5.7,2012,12,2.35,"Color",6,43,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5500000,116,141,6724,0,4454
6.4,2012,13,2.35,"Color",23,18,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45000000,117,678,2213,1,6868
6.4,1999,9,1.85,"Color",12,24,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,930000,100,50,7279,8,2165
7.7,2010,18,2.35,"Color",15,29,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13000000,105,2865,7369,1,1280
7.3,1996,19,1.85,"Color",20,15,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34200000,93,0,172060,0,1954
4.2,1987,6,1.85,"Color",38,29,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40000000,120,14356,1349,0,10217
5.1,2015,14,1.85,"Color",15,23,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19000000,108,1428,1342,2,7667
7.6,2012,20,1.85,"Color",21,20,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,51000000,107,93,18798,2,3842
5.3,2003,5,1.85,"Color",19,18,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7500000,104,21,16828,0,70746
4.6,1999,22,1.85,"Color",6,20,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1100000,102,2093,2463,0,90687
4.9,1991,34,1.85,"Color",30,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,94,260,6360,2,13579
6.2,2012,10,2.35,"Color",29,12,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12000000,110,49,23042,1,3935
7.2,2006,11,1.85,"Color",5,9,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,8500000,93,73,6294,0,7038
5.3,2000,15,1.85,"Color",24,44,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,14000000,114,664,9176,2,4218
1.9,2008,14,1.85,"Color",6,20,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,700000,106,852,6632,2,42430
6.5,2005,7,2.35,"Color",11,32,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36000000,95,6,43201,0,5950
5.8,2008,34,1.85,"Color",38,12,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000000,88,725,3744,0,1326
6.9,1967,19,2.35,"Color",25,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13500000,94,22,34768,0,8085
5.2,1994,11,1.85,"Color",13,12,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,45000000,93,1063,2851,0,3377
5.3,2013,48,2.35,"Color",29,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9500000,117,441,3815,0,8347
6.7,1971,20,2.35,"Color",25,14,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40000000,95,33,6490,1,4388
6.2,1986,16,2.35,"Color",14,18,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9000000,101,106,14220,0,23324
7.8,1986,16,1.85,"Color",5,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7200000,120,517,3446,2,3619
6.7,2011,12,2.35,"Color",5,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5000000,89,4,9329,0,7662
6.9,2014,9,1.85,"Color",21,18,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,154,1199,2729,0,6762
2.3,2005,17,2.35,"Color",13,16,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8000000,113,1566,8528,3,4957
6.9,2006,16,2.35,"Color",20,24,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30000000,139,858,10633,0,6429
8.4,2013,6,2.35,"Color",22,13,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20000000,94,292,8194,0,14414
8,1965,14,2.35,"Color",17,25,14,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7900000,90,3,4613,0,1201
7.4,2009,13,1.85,"Color",13,18,12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3000000,120,2276,2037,0,24098
7.8,1991,15,1.85,"Color",11,29,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11000000,200,405,3676,2,1981
6.6,2001,8,2.35,"Color",16,21,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,108,4922,1698,0,3684
4.8,2012,5,1.85,"Color",29,35,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6000000,112,514,3592,2,275668
6.1,1998,14,2.35,"Color",37,23,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23000000,97,174,4885,2,138238
3.5,1997,41,1.85,"Color",6,20,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7000000,88,544,9597,0,1583
6,2015,19,2.35,"Color",28,21,16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,40000000,108,206,3919,0,5620
4.7,2007,28,2.35,"Color",29,21,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000,86,21,31684,0,4841
7.4,1982,14,2.35,"Color",23,24,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,40000000,110,617,4930,2,5391
